Date,Source,StartTime,EndTime,DeltaTime,start_time,end_time,source_class,source_class_specific
23-Jul,Vessel noise,17:52,18:36,0:44,2018.07.23T17:52:00.000,2018.07.23T18:36:00.000,Anthropogenic,Vessel noise
23-Jul,Vessel noise,18:56,19:44,0:48,2018.07.23T18:56:00.000,2018.07.23T19:44:00.000,Anthropogenic,Vessel noise
23-Jul,Vessel noise,20:18,21:00,0:42,2018.07.23T20:18:00.000,2018.07.23T21:00:00.000,Anthropogenic,Vessel noise
23-Jul,Vessel noise,21:21,22:04,0:43,2018.07.23T21:21:00.000,2018.07.23T22:04:00.000,Anthropogenic,Vessel noise
23-Jul,Vessel noise,22:39,23:25,0:46,2018.07.23T22:39:00.000,2018.07.23T23:25:00.000,Anthropogenic,Vessel noise
23-Jul,Vessel noise,23:45,23:59,0:14,2018.07.23T23:45:00.000,2018.07.23T23:59:00.000,Anthropogenic,Vessel noise
24-Jul,Vessel noise,0:00,0:29,0:29,2018.07.24T00:00:00.000,2018.07.24T00:29:00.000,Anthropogenic,Vessel noise
24-Jul,Vessel noise,1:09,1:53,0:44,2018.07.24T01:09:00.000,2018.07.24T01:53:00.000,Anthropogenic,Vessel noise
24-Jul,Vessel noise,2:12,2:57,0:45,2018.07.24T02:12:00.000,2018.07.24T02:57:00.000,Anthropogenic,Vessel noise
24-Jul,Vessel noise,3:41,4:25,0:44,2018.07.24T03:41:00.000,2018.07.24T04:25:00.000,Anthropogenic,Vessel noise
24-Jul,Vessel noise,4:48,5:33,0:45,2018.07.24T04:48:00.000,2018.07.24T05:33:00.000,Anthropogenic,Vessel noise
24-Jul,Vessel noise,6:23,7:07,0:44,2018.07.24T06:23:00.000,2018.07.24T07:07:00.000,Anthropogenic,Vessel noise
24-Jul,Vessel noise,7:28,8:11,0:43,2018.07.24T07:28:00.000,2018.07.24T08:11:00.000,Anthropogenic,Vessel noise
24-Jul,Vessel noise,9:01,9:46,0:45,2018.07.24T09:01:00.000,2018.07.24T09:46:00.000,Anthropogenic,Vessel noise
24-Jul,Vessel noise,10:06,10:51,0:45,2018.07.24T10:06:00.000,2018.07.24T10:51:00.000,Anthropogenic,Vessel noise
24-Jul,Vessel noise,11:47,12:32,0:45,2018.07.24T11:47:00.000,2018.07.24T12:32:00.000,Anthropogenic,Vessel noise
24-Jul,Vessel noise,12:55,13:41,0:46,2018.07.24T12:55:00.000,2018.07.24T13:41:00.000,Anthropogenic,Vessel noise
24-Jul,Vessel noise,14:38,15:07,0:29,2018.07.24T14:38:00.000,2018.07.24T15:07:00.000,Anthropogenic,Vessel noise
24-Jul,Vessel noise,15:46,16:26,0:40,2018.07.24T15:46:00.000,2018.07.24T16:26:00.000,Anthropogenic,Vessel noise
24-Jul,Vessel noise,17:21,17:52,0:31,2018.07.24T17:21:00.000,2018.07.24T17:52:00.000,Anthropogenic,Vessel noise
24-Jul,Vessel noise,18:30,19:14,0:44,2018.07.24T18:30:00.000,2018.07.24T19:14:00.000,Anthropogenic,Vessel noise
24-Jul,Vessel noise,20:14,20:56,0:42,2018.07.24T20:14:00.000,2018.07.24T20:56:00.000,Anthropogenic,Vessel noise
24-Jul,Vessel noise,21:18,22:03,0:45,2018.07.24T21:18:00.000,2018.07.24T22:03:00.000,Anthropogenic,Vessel noise
24-Jul,Vessel noise,23:06,23:48,0:42,2018.07.24T23:06:00.000,2018.07.24T23:48:00.000,Anthropogenic,Vessel noise
25-Jul,Vessel noise,0:12,0:56,0:44,2018.07.25T00:12:00.000,2018.07.25T00:56:00.000,Anthropogenic,Vessel noise
25-Jul,Vessel noise,1:57,2:40,0:43,2018.07.25T01:57:00.000,2018.07.25T02:40:00.000,Anthropogenic,Vessel noise
25-Jul,Vessel noise,3:02,3:47,0:45,2018.07.25T03:02:00.000,2018.07.25T03:47:00.000,Anthropogenic,Vessel noise
25-Jul,Vessel noise,4:50,5:32,0:42,2018.07.25T04:50:00.000,2018.07.25T05:32:00.000,Anthropogenic,Vessel noise
25-Jul,Vessel noise,5:55,6:39,0:44,2018.07.25T05:55:00.000,2018.07.25T06:39:00.000,Anthropogenic,Vessel noise
25-Jul,Vessel noise,7:34,8:16,0:42,2018.07.25T07:34:00.000,2018.07.25T08:16:00.000,Anthropogenic,Vessel noise
25-Jul,Vessel noise,8:36,9:21,0:45,2018.07.25T08:36:00.000,2018.07.25T09:21:00.000,Anthropogenic,Vessel noise
25-Jul,Vessel noise,10:21,11:05,0:44,2018.07.25T10:21:00.000,2018.07.25T11:05:00.000,Anthropogenic,Vessel noise
25-Jul,Vessel noise,11:29,12:14,0:45,2018.07.25T11:29:00.000,2018.07.25T12:14:00.000,Anthropogenic,Vessel noise
25-Jul,Vessel noise,13:05,13:46,0:41,2018.07.25T13:05:00.000,2018.07.25T13:46:00.000,Anthropogenic,Vessel noise
25-Jul,Vessel noise,14:11,14:54,0:43,2018.07.25T14:11:00.000,2018.07.25T14:54:00.000,Anthropogenic,Vessel noise
25-Jul,Vessel noise,15:43,16:23,0:40,2018.07.25T15:43:00.000,2018.07.25T16:23:00.000,Anthropogenic,Vessel noise
25-Jul,Vessel noise,16:48,17:35,0:47,2018.07.25T16:48:00.000,2018.07.25T17:35:00.000,Anthropogenic,Vessel noise
25-Jul,Vessel noise,21:01,21:40,0:39,2018.07.25T21:01:00.000,2018.07.25T21:40:00.000,Anthropogenic,Vessel noise
26-Jul,Vessel noise,0:53,1:23,0:30,2018.07.26T00:53:00.000,2018.07.26T01:23:00.000,Anthropogenic,Vessel noise
26-Jul,Vessel noise,2:10,2:50,0:40,2018.07.26T02:10:00.000,2018.07.26T02:50:00.000,Anthropogenic,Vessel noise
26-Jul,Vessel noise,3:14,3:59,0:45,2018.07.26T03:14:00.000,2018.07.26T03:59:00.000,Anthropogenic,Vessel noise
26-Jul,Vessel noise,4:47,5:29,0:42,2018.07.26T04:47:00.000,2018.07.26T05:29:00.000,Anthropogenic,Vessel noise
26-Jul,Vessel noise,5:50,6:33,0:43,2018.07.26T05:50:00.000,2018.07.26T06:33:00.000,Anthropogenic,Vessel noise
26-Jul,Vessel noise,7:22,8:05,0:43,2018.07.26T07:22:00.000,2018.07.26T08:05:00.000,Anthropogenic,Vessel noise
26-Jul,Vessel noise,8:26,9:11,0:45,2018.07.26T08:26:00.000,2018.07.26T09:11:00.000,Anthropogenic,Vessel noise
26-Jul,Vessel noise,9:56,10:39,0:43,2018.07.26T09:56:00.000,2018.07.26T10:39:00.000,Anthropogenic,Vessel noise
26-Jul,Vessel noise,11:01,11:47,0:46,2018.07.26T11:01:00.000,2018.07.26T11:47:00.000,Anthropogenic,Vessel noise
26-Jul,Vessel noise,12:33,13:12,0:39,2018.07.26T12:33:00.000,2018.07.26T13:12:00.000,Anthropogenic,Vessel noise
26-Jul,Vessel noise,13:41,14:24,0:43,2018.07.26T13:41:00.000,2018.07.26T14:24:00.000,Anthropogenic,Vessel noise
26-Jul,Vessel noise,15:12,15:53,0:41,2018.07.26T15:12:00.000,2018.07.26T15:53:00.000,Anthropogenic,Vessel noise
26-Jul,Vessel noise,16:17,17:02,0:45,2018.07.26T16:17:00.000,2018.07.26T17:02:00.000,Anthropogenic,Vessel noise
26-Jul,Vessel noise,17:49,18:31,0:42,2018.07.26T17:49:00.000,2018.07.26T18:31:00.000,Anthropogenic,Vessel noise
26-Jul,Vessel noise,18:52,19:37,0:45,2018.07.26T18:52:00.000,2018.07.26T19:37:00.000,Anthropogenic,Vessel noise
26-Jul,Vessel noise,20:25,21:06,0:41,2018.07.26T20:25:00.000,2018.07.26T21:06:00.000,Anthropogenic,Vessel noise
26-Jul,Vessel noise,21:30,22:16,0:46,2018.07.26T21:30:00.000,2018.07.26T22:16:00.000,Anthropogenic,Vessel noise
26-Jul,Vessel noise,23:09,23:51,0:42,2018.07.26T23:09:00.000,2018.07.26T23:51:00.000,Anthropogenic,Vessel noise
27-Jul,Vessel noise,0:13,1:00,0:47,2018.07.27T00:13:00.000,2018.07.27T01:00:00.000,Anthropogenic,Vessel noise
27-Jul,Vessel noise,1:59,2:41,0:42,2018.07.27T01:59:00.000,2018.07.27T02:41:00.000,Anthropogenic,Vessel noise
27-Jul,Vessel noise,3:04,3:48,0:44,2018.07.27T03:04:00.000,2018.07.27T03:48:00.000,Anthropogenic,Vessel noise
27-Jul,Vessel noise,5:05,5:23,0:18,2018.07.27T05:05:00.000,2018.07.27T05:23:00.000,Anthropogenic,Vessel noise
27-Jul,Vessel noise,5:47,6:33,0:46,2018.07.27T05:47:00.000,2018.07.27T06:33:00.000,Anthropogenic,Vessel noise
27-Jul,Vessel noise,7:27,8:12,0:45,2018.07.27T07:27:00.000,2018.07.27T08:12:00.000,Anthropogenic,Vessel noise
27-Jul,Vessel noise,8:32,9:18,0:46,2018.07.27T08:32:00.000,2018.07.27T09:18:00.000,Anthropogenic,Vessel noise
27-Jul,Vessel noise,10:15,10:58,0:43,2018.07.27T10:15:00.000,2018.07.27T10:58:00.000,Anthropogenic,Vessel noise
27-Jul,Vessel noise,11:21,12:07,0:46,2018.07.27T11:21:00.000,2018.07.27T12:07:00.000,Anthropogenic,Vessel noise
27-Jul,Vessel noise,13:03,13:45,0:42,2018.07.27T13:03:00.000,2018.07.27T13:45:00.000,Anthropogenic,Vessel noise
27-Jul,Vessel noise,14:07,14:55,0:48,2018.07.27T14:07:00.000,2018.07.27T14:55:00.000,Anthropogenic,Vessel noise
27-Jul,Vessel noise,15:59,16:39,0:40,2018.07.27T15:59:00.000,2018.07.27T16:39:00.000,Anthropogenic,Vessel noise
27-Jul,Vessel noise,17:05,17:51,0:46,2018.07.27T17:05:00.000,2018.07.27T17:51:00.000,Anthropogenic,Vessel noise
27-Jul,Vessel noise,18:47,19:24,0:37,2018.07.27T18:47:00.000,2018.07.27T19:24:00.000,Anthropogenic,Vessel noise
27-Jul,Vessel noise,19:55,20:38,0:43,2018.07.27T19:55:00.000,2018.07.27T20:38:00.000,Anthropogenic,Vessel noise
27-Jul,Vessel noise,22:43,23:20,0:37,2018.07.27T22:43:00.000,2018.07.27T23:20:00.000,Anthropogenic,Vessel noise
28-Jul,Vessel noise,0:15,0:57,0:42,2018.07.28T00:15:00.000,2018.07.28T00:57:00.000,Anthropogenic,Vessel noise
28-Jul,Vessel noise,1:28,2:13,0:45,2018.07.28T01:28:00.000,2018.07.28T02:13:00.000,Anthropogenic,Vessel noise
28-Jul,Vessel noise,3:07,3:50,0:43,2018.07.28T03:07:00.000,2018.07.28T03:50:00.000,Anthropogenic,Vessel noise
28-Jul,Vessel noise,4:11,4:57,0:46,2018.07.28T04:11:00.000,2018.07.28T04:57:00.000,Anthropogenic,Vessel noise
28-Jul,Vessel noise,5:53,6:36,0:43,2018.07.28T05:53:00.000,2018.07.28T06:36:00.000,Anthropogenic,Vessel noise
28-Jul,Vessel noise,6:57,7:43,0:46,2018.07.28T06:57:00.000,2018.07.28T07:43:00.000,Anthropogenic,Vessel noise
28-Jul,Vessel noise,8:22,9:05,0:43,2018.07.28T08:22:00.000,2018.07.28T09:05:00.000,Anthropogenic,Vessel noise
28-Jul,Vessel noise,9:26,10:11,0:45,2018.07.28T09:26:00.000,2018.07.28T10:11:00.000,Anthropogenic,Vessel noise
28-Jul,Vessel noise,11:52,12:37,0:45,2018.07.28T11:52:00.000,2018.07.28T12:37:00.000,Anthropogenic,Vessel noise
28-Jul,Vessel noise,13:06,13:47,0:41,2018.07.28T13:06:00.000,2018.07.28T13:47:00.000,Anthropogenic,Vessel noise
28-Jul,Vessel noise,14:10,14:57,0:47,2018.07.28T14:10:00.000,2018.07.28T14:57:00.000,Anthropogenic,Vessel noise
28-Jul,Vessel noise,16:31,17:15,0:44,2018.07.28T16:31:00.000,2018.07.28T17:15:00.000,Anthropogenic,Vessel noise
28-Jul,Vessel noise,17:47,18:29,0:42,2018.07.28T17:47:00.000,2018.07.28T18:29:00.000,Anthropogenic,Vessel noise
28-Jul,Vessel noise,18:52,19:38,0:46,2018.07.28T18:52:00.000,2018.07.28T19:38:00.000,Anthropogenic,Vessel noise
28-Jul,Vessel noise,20:02,20:44,0:42,2018.07.28T20:02:00.000,2018.07.28T20:44:00.000,Anthropogenic,Vessel noise
28-Jul,Vessel noise,21:08,21:54,0:46,2018.07.28T21:08:00.000,2018.07.28T21:54:00.000,Anthropogenic,Vessel noise
28-Jul,Vessel noise,22:15,22:56,0:41,2018.07.28T22:15:00.000,2018.07.28T22:56:00.000,Anthropogenic,Vessel noise
28-Jul,Vessel noise,23:22,23:59,0:37,2018.07.28T23:22:00.000,2018.07.28T23:59:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,0:00,0:03,0:03,2018.07.29T00:00:00.000,2018.07.29T00:03:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,0:24,1:05,0:41,2018.07.29T00:24:00.000,2018.07.29T01:05:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,1:29,2:16,0:47,2018.07.29T01:29:00.000,2018.07.29T02:16:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,2:39,3:21,0:42,2018.07.29T02:39:00.000,2018.07.29T03:21:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,3:43,4:29,0:46,2018.07.29T03:43:00.000,2018.07.29T04:29:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,4:52,5:34,0:42,2018.07.29T04:52:00.000,2018.07.29T05:34:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,5:55,6:40,0:45,2018.07.29T05:55:00.000,2018.07.29T06:40:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,7:04,7:47,0:43,2018.07.29T07:04:00.000,2018.07.29T07:47:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,8:08,8:54,0:46,2018.07.29T08:08:00.000,2018.07.29T08:54:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,9:13,9:53,0:40,2018.07.29T09:13:00.000,2018.07.29T09:53:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,10:17,11:02,0:45,2018.07.29T10:17:00.000,2018.07.29T11:02:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,11:24,12:07,0:43,2018.07.29T11:24:00.000,2018.07.29T12:07:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,12:29,13:15,0:46,2018.07.29T12:29:00.000,2018.07.29T13:15:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,13:38,14:14,0:36,2018.07.29T13:38:00.000,2018.07.29T14:14:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,14:43,15:26,0:43,2018.07.29T14:43:00.000,2018.07.29T15:26:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,15:52,16:18,0:26,2018.07.29T15:52:00.000,2018.07.29T16:18:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,17:05,17:40,0:35,2018.07.29T17:05:00.000,2018.07.29T17:40:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,18:04,18:46,0:42,2018.07.29T18:04:00.000,2018.07.29T18:46:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,19:09,19:56,0:47,2018.07.29T19:09:00.000,2018.07.29T19:56:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,20:21,21:01,0:40,2018.07.29T20:21:00.000,2018.07.29T21:01:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,21:26,22:11,0:45,2018.07.29T21:26:00.000,2018.07.29T22:11:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,22:35,23:16,0:41,2018.07.29T22:35:00.000,2018.07.29T23:16:00.000,Anthropogenic,Vessel noise
29-Jul,Vessel noise,23:44,23:59,0:15,2018.07.29T23:44:00.000,2018.07.29T23:59:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,0:00,0:25,0:25,2018.07.30T00:00:00.000,2018.07.30T00:25:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,0:49,1:23,0:34,2018.07.30T00:49:00.000,2018.07.30T01:23:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,1:53,2:38,0:45,2018.07.30T01:53:00.000,2018.07.30T02:38:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,3:05,3:45,0:40,2018.07.30T03:05:00.000,2018.07.30T03:45:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,4:11,4:58,0:47,2018.07.30T04:11:00.000,2018.07.30T04:58:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,5:24,6:01,0:37,2018.07.30T05:24:00.000,2018.07.30T06:01:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,6:34,7:16,0:42,2018.07.30T06:34:00.000,2018.07.30T07:16:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,7:45,8:18,0:33,2018.07.30T07:45:00.000,2018.07.30T08:18:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,8:50,9:33,0:43,2018.07.30T08:50:00.000,2018.07.30T09:33:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,10:11,10:50,0:39,2018.07.30T10:11:00.000,2018.07.30T10:50:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,11:14,11:59,0:45,2018.07.30T11:14:00.000,2018.07.30T11:59:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,12:40,13:15,0:35,2018.07.30T12:40:00.000,2018.07.30T13:15:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,13:45,14:31,0:46,2018.07.30T13:45:00.000,2018.07.30T14:31:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,15:09,15:45,0:36,2018.07.30T15:09:00.000,2018.07.30T15:45:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,16:42,17:00,0:18,2018.07.30T16:42:00.000,2018.07.30T17:00:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,17:47,18:25,0:38,2018.07.30T17:47:00.000,2018.07.30T18:25:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,18:52,19:38,0:46,2018.07.30T18:52:00.000,2018.07.30T19:38:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,20:39,21:23,0:44,2018.07.30T20:39:00.000,2018.07.30T21:23:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,21:45,22:32,0:47,2018.07.30T21:45:00.000,2018.07.30T22:32:00.000,Anthropogenic,Vessel noise
30-Jul,Vessel noise,23:43,23:59,0:16,2018.07.30T23:43:00.000,2018.07.30T23:59:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,0:00,0:28,0:28,2018.07.31T00:00:00.000,2018.07.31T00:28:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,0:49,1:34,0:45,2018.07.31T00:49:00.000,2018.07.31T01:34:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,2:37,3:20,0:43,2018.07.31T02:37:00.000,2018.07.31T03:20:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,3:44,4:29,0:45,2018.07.31T03:44:00.000,2018.07.31T04:29:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,5:28,6:11,0:43,2018.07.31T05:28:00.000,2018.07.31T06:11:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,6:33,7:20,0:47,2018.07.31T06:33:00.000,2018.07.31T07:20:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,9:30,10:15,0:45,2018.07.31T09:30:00.000,2018.07.31T10:15:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,11:19,11:56,0:37,2018.07.31T11:19:00.000,2018.07.31T11:56:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,12:26,13:14,0:48,2018.07.31T12:26:00.000,2018.07.31T13:14:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,14:22,15:06,0:44,2018.07.31T14:22:00.000,2018.07.31T15:06:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,15:28,16:15,0:47,2018.07.31T15:28:00.000,2018.07.31T16:15:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,17:23,18:06,0:43,2018.07.31T17:23:00.000,2018.07.31T18:06:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,18:29,19:15,0:46,2018.07.31T18:29:00.000,2018.07.31T19:15:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,20:22,21:05,0:43,2018.07.31T20:22:00.000,2018.07.31T21:05:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,21:32,22:16,0:44,2018.07.31T21:32:00.000,2018.07.31T22:16:00.000,Anthropogenic,Vessel noise
31-Jul,Vessel noise,23:33,23:59,0:26,2018.07.31T23:33:00.000,2018.07.31T23:59:00.000,Anthropogenic,Vessel noise
1-Aug,Vessel noise,0:00,0:16,0:16,2018.08.01T00:00:00.000,2018.08.01T00:16:00.000,Anthropogenic,Vessel noise
1-Aug,Vessel noise,0:39,1:26,0:47,2018.08.01T00:39:00.000,2018.08.01T01:26:00.000,Anthropogenic,Vessel noise
1-Aug,Vessel noise,7:22,8:09,0:47,2018.08.01T07:22:00.000,2018.08.01T08:09:00.000,Anthropogenic,Vessel noise
1-Aug,Vessel noise,9:53,10:13,0:20,2018.08.01T09:53:00.000,2018.08.01T10:13:00.000,Anthropogenic,Vessel noise
1-Aug,Vessel noise,10:38,11:26,0:48,2018.08.01T10:38:00.000,2018.08.01T11:26:00.000,Anthropogenic,Vessel noise
1-Aug,Vessel noise,12:42,13:23,0:41,2018.08.01T12:42:00.000,2018.08.01T13:23:00.000,Anthropogenic,Vessel noise
1-Aug,Vessel noise,15:56,16:25,0:29,2018.08.01T15:56:00.000,2018.08.01T16:25:00.000,Anthropogenic,Vessel noise
1-Aug,Vessel noise,19:05,19:36,0:31,2018.08.01T19:05:00.000,2018.08.01T19:36:00.000,Anthropogenic,Vessel noise
1-Aug,Vessel noise,20:33,20:56,0:23,2018.08.01T20:33:00.000,2018.08.01T20:56:00.000,Anthropogenic,Vessel noise
1-Aug,Vessel noise,22:17,22:59,0:42,2018.08.01T22:17:00.000,2018.08.01T22:59:00.000,Anthropogenic,Vessel noise
1-Aug,Vessel noise,23:23,23:59,0:36,2018.08.01T23:23:00.000,2018.08.01T23:59:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,0:00,0:10,0:10,2018.08.02T00:00:00.000,2018.08.02T00:10:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,1:27,2:07,0:40,2018.08.02T01:27:00.000,2018.08.02T02:07:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,2:35,3:20,0:45,2018.08.02T02:35:00.000,2018.08.02T03:20:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,4:28,5:12,0:44,2018.08.02T04:28:00.000,2018.08.02T05:12:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,5:36,6:22,0:46,2018.08.02T05:36:00.000,2018.08.02T06:22:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,7:25,8:07,0:42,2018.08.02T07:25:00.000,2018.08.02T08:07:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,8:32,9:17,0:45,2018.08.02T08:32:00.000,2018.08.02T09:17:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,10:40,11:01,0:21,2018.08.02T10:40:00.000,2018.08.02T11:01:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,11:25,12:09,0:44,2018.08.02T11:25:00.000,2018.08.02T12:09:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,13:07,13:49,0:42,2018.08.02T13:07:00.000,2018.08.02T13:49:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,14:12,14:57,0:45,2018.08.02T14:12:00.000,2018.08.02T14:57:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,16:53,17:40,0:47,2018.08.02T16:53:00.000,2018.08.02T17:40:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,18:23,19:06,0:43,2018.08.02T18:23:00.000,2018.08.02T19:06:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,19:37,20:23,0:46,2018.08.02T19:37:00.000,2018.08.02T20:23:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,21:02,21:46,0:44,2018.08.02T21:02:00.000,2018.08.02T21:46:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,22:09,22:55,0:46,2018.08.02T22:09:00.000,2018.08.02T22:55:00.000,Anthropogenic,Vessel noise
2-Aug,Vessel noise,23:31,23:59,0:28,2018.08.02T23:31:00.000,2018.08.02T23:59:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,0:00,0:15,0:15,2018.08.03T00:00:00.000,2018.08.03T00:15:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,0:36,1:23,0:47,2018.08.03T00:36:00.000,2018.08.03T01:23:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,1:59,2:43,0:44,2018.08.03T01:59:00.000,2018.08.03T02:43:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,3:06,3:51,0:45,2018.08.03T03:06:00.000,2018.08.03T03:51:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,4:29,5:14,0:45,2018.08.03T04:29:00.000,2018.08.03T05:14:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,5:34,6:20,0:46,2018.08.03T05:34:00.000,2018.08.03T06:20:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,7:01,7:44,0:43,2018.08.03T07:01:00.000,2018.08.03T07:44:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,8:05,8:52,0:47,2018.08.03T08:05:00.000,2018.08.03T08:52:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,9:34,10:17,0:43,2018.08.03T09:34:00.000,2018.08.03T10:17:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,10:38,11:25,0:47,2018.08.03T10:38:00.000,2018.08.03T11:25:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,13:08,13:53,0:45,2018.08.03T13:08:00.000,2018.08.03T13:53:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,15:36,16:24,0:48,2018.08.03T15:36:00.000,2018.08.03T16:24:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,17:00,17:42,0:42,2018.08.03T17:00:00.000,2018.08.03T17:42:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,18:05,18:48,0:43,2018.08.03T18:05:00.000,2018.08.03T18:48:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,19:26,20:07,0:41,2018.08.03T19:26:00.000,2018.08.03T20:07:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,20:27,21:13,0:46,2018.08.03T20:27:00.000,2018.08.03T21:13:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,21:47,22:29,0:42,2018.08.03T21:47:00.000,2018.08.03T22:29:00.000,Anthropogenic,Vessel noise
3-Aug,Vessel noise,22:52,23:40,0:48,2018.08.03T22:52:00.000,2018.08.03T23:40:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,1:22,2:09,0:47,2018.08.04T01:22:00.000,2018.08.04T02:09:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,2:45,3:28,0:43,2018.08.04T02:45:00.000,2018.08.04T03:28:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,3:49,4:36,0:47,2018.08.04T03:49:00.000,2018.08.04T04:36:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,5:12,5:56,0:44,2018.08.04T05:12:00.000,2018.08.04T05:56:00.000,Anthropogenic,Vessel noise
